ProductNameLong,Description,CompanyName,PackageIdentifier,TypeName,SpecificProductID,SpecificDrugProductID,GenericDrugProductID,EquivalenceCodes,BrandGenericStatus,LicenseTypeName,LegendStatus,MarketStatus,OffMarketDate,Repackaged,PrivateLabel,DEAClassification,ReplacedByPackageID,MarketClasses,PackageSize,Ingredients,OnMarketDate,WACBeginDate,WACPrice,WACPriceChange,WACUnitPrice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doxycycline Hyclate 100mg Capsule,"bottle, 500 each Doxycycline Hyclate 100mg, Oral capsule","Alembic Pharmaceuticals, Inc.",62332-0363-71,NDC,1103,1012,578,AB,Generic,aNDA,Rx,On,,No,No,NA,,Oral Anti-Acne Non-Retinoids (Oral); Natural and Semi-Synthetic Tetracycline Antibiotics (Oral),500,(565) Doxycycline Hyclate,10/24/2018 0:00,10/24/2018,430.77,,0.86154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnesium Oxide 400mg Tablet,"bottle, 120 each Magnesium 241.3mg, Oral tablet",Method Pharmaceuticals,58657-0120-12,NDC,23148,19617,2069,NA,Generic,OTC Final,OTC,On,,No,No,NA,,Magnesium Supplements (Oral),120,(1873) Magnesium,7/27/2018 0:00,7/27/2018,6.49,,0.05408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamivudine 300mg Tablet,"bottle, 30 each Lamivudine 300mg, Oral tablet","Strides Pharma., Inc.",64380-0711-04,NDC,2788,2313,1484,AB,Generic,aNDA,Rx,On,,No,No,NA,,Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)s (Oral),30,(1761) Lamivudine,9/1/2018 0:00,9/1/2018,75,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancomycin Hydrochloride 250mg Powder for Injection,"box, 10 vials, 1 each Vancomycin HCl 250mg, Lyophilisate for solution for injection",Mylan Institutional LLC ,67457-0822-99,NDC,26143,21375,3094,NR,Generic,NDA,Rx,On,,No,No,NA,,Glycopeptide Antibiotics (Intravenous),10,(2612) Vancomycin Hydrochloride,8/31/2018 0:00,8/31/2018,40.1,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancomycin Hydrochloride 250mg Powder for Injection,"vial, 1 each Vancomycin HCl 250mg, Lyophilisate for solution for injection",Mylan Institutional LLC ,67457-0822-25,NDC,26143,21375,3094,NR,Generic,NDA,Rx,On,,No,No,NA,,Glycopeptide Antibiotics (Intravenous),1,(2612) Vancomycin Hydrochloride,8/31/2018 0:00,8/31/2018,4.01,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphenoxylate Hydrochloride/Atropine Sulfate 2.5mg-0.025mg Tablet,"bottle, 1,000 each Diphenoxylate HCl 2.5mg, Atropine SO4 0.025mg, Oral tablet","Upsher-Smith Laboratories, LLC",00832-0590-10,NDC,1623,1456,851,AA,Generic,aNDA,Rx,On,,No,No,schedule V,,Antipropulsives (Oral),1000,(523) Diphenoxylate Hydrochloride; (192) Atropine Sulfate,9/4/2018 0:00,9/4/2018,495,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphenoxylate Hydrochloride/Atropine Sulfate 2.5mg-0.025mg Tablet,"bottle, 100 each Diphenoxylate HCl 2.5mg, Atropine SO4 0.025mg, Oral tablet","Upsher-Smith Laboratories, LLC",00832-0590-11,NDC,1623,1456,851,AA,Generic,aNDA,Rx,On,,No,No,schedule V,,Antipropulsives (Oral),100,(523) Diphenoxylate Hydrochloride; (192) Atropine Sulfate,9/4/2018 0:00,9/4/2018,49.5,,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancomycin Hydrochloride 750mg Powder for Injection,"box, 10 vials, 1 each Vancomycin HCl 750mg, Lyophilisate for solution for injection",Mylan Institutional LLC ,67457-0705-75,NDC,16384,13400,3094,NR,Generic,NDA,Rx,On,,No,No,NA,,Glycopeptide Antibiotics (Intravenous),10,(2612) Vancomycin Hydrochloride,8/31/2018 0:00,8/31/2018,96.9,,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vancomycin Hydrochloride 750mg Powder for Injection,"vial, 1 each Vancomycin HCl 750mg, Lyophilisate for solution for injection",Mylan Institutional LLC ,67457-0705-00,NDC,16384,13400,3094,NR,Generic,NDA,Rx,On,,No,No,NA,,Glycopeptide Antibiotics (Intravenous),1,(2612) Vancomycin Hydrochloride,8/31/2018 0:00,8/31/2018,9.69,,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amantadine Hydrochloride 100mg Tablet,"bottle, 100 each Amantadine HCl 100mg, Oral tablet",Jubilant Cadista Pharmaceuticals Inc.,59746-0699-01,NDC,495,465,267,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Anti-Parkinson Drugs, NMDA Receptor Antagonists (Oral); Adamantane Antivirals (Oral)",100,(89) Amantadine Hydrochloride,8/31/2018 0:00,8/31/2018,159.82,,1.5982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amantadine Hydrochloride 100mg Tablet,"bottle, 500 each Amantadine HCl 100mg, Oral tablet",Jubilant Cadista Pharmaceuticals Inc.,59746-0699-05,NDC,495,465,267,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Anti-Parkinson Drugs, NMDA Receptor Antagonists (Oral); Adamantane Antivirals (Oral)",500,(89) Amantadine Hydrochloride,8/31/2018 0:00,8/31/2018,799.12,,1.59824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dofetilide 125mcg Capsule,"bottle, 60 each Dofetilide 125mcg, Oral capsule",Northstar Rx LLC,16714-0840-01,NDC,11456,9087,827,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Anti-arrhythmics, Class III (Oral)",60,(546) Dofetilide,8/21/2018 0:00,8/21/2018,322.15,,5.36917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dofetilide 250mcg Capsule,"bottle, 60 each Dofetilide 250mcg, Oral capsule",Northstar Rx LLC,16714-0841-01,NDC,11457,9088,827,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Anti-arrhythmics, Class III (Oral)",60,(546) Dofetilide,8/21/2018 0:00,8/21/2018,327.74,,5.46233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delsym 12-Hour 30mg/5ml Extended-Release Suspension (Orange),"bottle, 89 ml Dextromethorphan Polistirex 30mg/5mL, Oral suspension, extended release",Reckitt Benckiser LLC,63824-0175-63,NDC,9254,6983,5025,NR,Brand,NDA,OTC,On,,No,No,NA,,Non-Opioid Antitussives (Oral),89,(3326) Dextromethorphan Polistirex,6/9/2008 0:00,3/1/2019,8.32,(+) 6.12,0.09348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delsym 12-Hour 30mg/5ml Extended-Release Suspension (Orange),"bottle, 148 ml Dextromethorphan Polistirex 30mg/5mL, Oral suspension, extended release",Reckitt Benckiser LLC,63824-0175-65,NDC,9254,6983,5025,NR,Brand,NDA,OTC,On,,No,No,NA,,Non-Opioid Antitussives (Oral),148,(3326) Dextromethorphan Polistirex,6/9/2008 0:00,3/1/2019,11.07,(+) 3.74,0.07479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristiq 50mg Extended-Release Tablet,"bottle, 14 each Desvenlafaxine Succinate 50mg, Oral tablet, extended release","Wyeth Pharmaceuticals Inc,  a subsidiary of Pfizer Inc",00008-1211-14,NDC,15382,12605,8045,AB,Brand,NDA,Rx,On,,No,No,NA,,"Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",14,(3699) Desvenlafaxine Succinate,7/2/2008 0:00,1/15/2019,187.03,(+) 5.00,13.35928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristiq 50mg Extended-Release Tablet,"bottle, 90 each Desvenlafaxine Succinate 50mg, Oral tablet, extended release","Wyeth Pharmaceuticals Inc,  a subsidiary of Pfizer Inc",00008-1211-01,NDC,15382,12605,8045,AB,Brand,NDA,Rx,On,,No,No,NA,,"Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",90,(3699) Desvenlafaxine Succinate,7/2/2008 0:00,1/15/2019,1202.37,(+) 5.00,13.35966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristiq 100mg Extended-Release Tablet,"bottle, 14 each Desvenlafaxine Succinate 100mg, Oral tablet, extended release","Wyeth Pharmaceuticals Inc,  a subsidiary of Pfizer Inc",00008-1222-14,NDC,15381,12604,8045,AB,Brand,NDA,Rx,On,,No,No,NA,,"Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",14,(3699) Desvenlafaxine Succinate,7/2/2008 0:00,1/15/2019,187.03,(+) 5.00,13.35928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levothryroxine Sodium 112mcg Tablet,"bottle, 1,000 each Levothyroxine Sod 112mcg, Oral tablet","Alvogen, Inc.",47781-0654-10,NDC,11257,8889,652,"AB2,AB4",Generic,NDA,Rx,On,,No,No,NA,,Thyroid Preparations (Oral),1000,(1811) Levothyroxine Sodium,5/28/2019 0:00,5/28/2019,541.42,,0.54142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atorvastatin Calcium 10mg Tablet,"bottle, 90 each Atorvastatin Ca 10mg, Oral tablet",Novadoz Pharmaceuticals LLC,72205-0022-90,NDC,1338,1219,710,AB,Generic,aNDA,Rx,On,,No,No,NA,,HMG-CoA Reductase Inhibitors/Statins (Oral),90,(186) Atorvastatin Calcium,5/27/2019 0:00,5/27/2019,11.47,,0.12744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atorvastatin Calcium 10mg Tablet,"bottle, 500 each Atorvastatin Ca 10mg, Oral tablet",Novadoz Pharmaceuticals LLC,72205-0022-05,NDC,1338,1219,710,AB,Generic,aNDA,Rx,On,,No,No,NA,,HMG-CoA Reductase Inhibitors/Statins (Oral),500,(186) Atorvastatin Calcium,5/27/2019 0:00,5/27/2019,63.72,,0.12744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levothyroxine Sodium 125mcg Tablet,"bottle, 90 each Levothyroxine Sod 125mcg, Oral tablet","Alvogen, Inc.",47781-0657-90,NDC,11258,8890,652,"AB2,AB4",Generic,NDA,Rx,On,,No,No,NA,,Thyroid Preparations (Oral),90,(1811) Levothyroxine Sodium,5/28/2019 0:00,5/28/2019,49.4,,0.54889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levothyroxine Sodium 125mcg Tablet,"bottle, 1,000 each Levothyroxine Sod 125mcg, Oral tablet","Alvogen, Inc.",47781-0657-10,NDC,11258,8890,652,"AB2,AB4",Generic,NDA,Rx,On,,No,No,NA,,Thyroid Preparations (Oral),1000,(1811) Levothyroxine Sodium,5/28/2019 0:00,5/28/2019,548.93,,0.54893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solifenacin Succinate 5mg Tablet,"bottle, 30 each Solifenacin Succinate 5mg, Oral tablet",Breckenridge Inc,51991-0893-33,NDC,8169,6142,4401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antimuscarinics (Oral),30,(2724) Solifenacin Succinate,5/21/2019 0:00,5/21/2019,10,,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solifenacin Succinate 5mg Tablet,"bottle, 90 each Solifenacin Succinate 5mg, Oral tablet",Breckenridge Inc,51991-0893-90,NDC,8169,6142,4401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antimuscarinics (Oral),90,(2724) Solifenacin Succinate,5/21/2019 0:00,5/21/2019,30,,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solifenacin Succinate 10mg Tablet,"bottle, 30 each Solifenacin Succinate 10mg, Oral tablet",Breckenridge Inc,51991-0894-33,NDC,11151,8792,4401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antimuscarinics (Oral),30,(2724) Solifenacin Succinate,5/21/2019 0:00,5/21/2019,10,,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solifenacin Succinate 10mg Tablet,"bottle, 90 each Solifenacin Succinate 10mg, Oral tablet",Breckenridge Inc,51991-0894-90,NDC,11151,8792,4401,AB,Generic,aNDA,Rx,On,,No,No,NA,,Antimuscarinics (Oral),90,(2724) Solifenacin Succinate,5/21/2019 0:00,5/21/2019,30,,0.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calcium Antacid Extra Strength 750mg Chewable Tablet (Assorted Fruit),"bottle, 96 each Calcium Carbonate 750mg, Chewable tablet","Rugby Laboratories a Division of The Harvard Drug Group, LLC ",00536-1225-22,NDC,3932,3146,960,NA,Generic,OTC Final,OTC,On,,No,No,NA,,"Antacids, Calcium-based (Oral)",96,(351) Calcium Carbonate,5/17/2019 0:00,5/17/2019,2.09,,0.02177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atorvastatin Calcium 20mg Tablet,"bottle, 90 each Atorvastatin Ca 20mg, Oral tablet",Novadoz Pharmaceuticals LLC,72205-0023-90,NDC,1339,1220,710,AB,Generic,aNDA,Rx,On,,No,No,NA,,HMG-CoA Reductase Inhibitors/Statins (Oral),90,(186) Atorvastatin Calcium,5/27/2019 0:00,5/27/2019,14.35,,0.15944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atorvastatin Calcium 20mg Tablet,"bottle, 500 each Atorvastatin Ca 20mg, Oral tablet",Novadoz Pharmaceuticals LLC,72205-0023-05,NDC,1339,1220,710,AB,Generic,aNDA,Rx,On,,No,No,NA,,HMG-CoA Reductase Inhibitors/Statins (Oral),500,(186) Atorvastatin Calcium,5/27/2019 0:00,5/27/2019,86.19,,0.17238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspirin/Extended-Release Dipyridamole 25mg-200mg Capsule,"bottle, 60 each Aspirin 25mg, Dipyridamole 200mg, Oral capsule, extended release","Kremers Urban Pharmaceuticals Inc., a subsidiary of Lannett Company. Inc.",62175-0330-35,NDC,13111,10615,6949,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Platelet Aggregation Inhibitors, Combinations (Oral)",60,(181) Aspirin; (530) Dipyridamole,6/10/2019 0:00,6/10/2019,206.24,,3.43733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aspirin/Extended-Release Dipyridamole 25mg-200mg Capsule,"bottle, 60 each Aspirin 25mg, Dipyridamole 200mg, Oral capsule, extended release",Teva Pharmaceuticals USA,00093-3064-06,NDC,13111,10615,6949,AB,Generic,aNDA,Rx,On,,No,No,NA,,"Platelet Aggregation Inhibitors, Combinations (Oral)",60,(181) Aspirin; (530) Dipyridamole,6/10/2019 0:00,6/10/2019,192.85,,3.21417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medroxyprogesterone Acetate 10mg Tablet,"bottle, 100 each Medroxyprogesterone Acetate 10mg, Oral tablet",Greenstone Ltd,59762-0056-01,NDC,2747,2286,1458,AB,Generic,AG,Rx,On,,No,No,NA,,Progestogens (Oral); Cytostatic Progestogens (Oral),100,(1921) Medroxyprogesterone Acetate,6/17/2019 0:00,6/17/2019,26.51,,0.2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mometasone Furoate 0.1% Topical Cream,"tube, 45 grams Mometasone Furoate 0.1%, Topical cream",Perrigo Pharmaceuticals Company,45802-0257-42,NDC,960,877,502,AB,Generic,aNDA,Rx,On,,No,No,NA,,Plain Topical Corticosteroids (Topical),45,(1980) Mometasone Furoate,9/20/2005 0:00,4/17/2019,30,(+) 197.61,0.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mometasone Furoate 0.1% Topical Cream,"tube, 15 grams Mometasone Furoate 0.1%, Topical cream",Perrigo Pharmaceuticals Company,45802-0257-35,NDC,960,877,502,AB,Generic,aNDA,Rx,On,,No,No,NA,,Plain Topical Corticosteroids (Topical),15,(1980) Mometasone Furoate,9/20/2005 0:00,4/17/2019,17.5,(+) 247.22,1.16667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nyamyc 100,000units/g Topical Powder","bottle, 15 grams Nystatin 100,000U/1g, Topical powder","Upsher-Smith Laboratories, LLC",00832-0465-15,NDC,3671,2956,1980,AT,Generic,aNDA,Rx,On,,No,No,NA,,Topical Dermatological Antifungals (Topical),15,(748) Nystatin,9/26/2005 0:00,2/28/2019,10.9,(-) 50.00,0.72667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nyamyc 100,000units/g Topical Powder","bottle, 30 grams Nystatin 100,000U/1g, Topical powder","Upsher-Smith Laboratories, LLC",00832-0465-30,NDC,3671,2956,1980,AT,Generic,aNDA,Rx,On,,No,No,NA,,Topical Dermatological Antifungals (Topical),30,(748) Nystatin,9/26/2005 0:00,2/28/2019,21.33,(-) 50.00,0.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humatrope Cartridge Kit 6mg Powder for Injection,"box, 1 cartridges, 1 each Somatropin (Recomb rhGH) 6mg, Lyophilisate for solution for injection and 3 ml Diluent, 1 each Syringe (unspecified size)",Eli Lilly and Co,00002-8147-01,NDC,26818,9413,1325,BX,Brand,NDA,Rx,On,,No,No,NA,,Growth Hormones (Intramuscular); Growth Hormones (Subcutaneous),1,(1684) Somatropin (Recombinant rhGH),9/30/2005 0:00,2/19/2019,765.6,(+) 3.99,765.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humatrope Cartridge Kit 12mg Powder for Injection,"box, 1 cartridges, 1 each Somatropin (Recomb rhGH) 12mg, Lyophilisate for solution for injection and 3 ml Diluent, 1 each Syringe (unspecified size)",Eli Lilly and Co,00002-8148-01,NDC,26816,9411,1325,NR,Brand,NDA,Rx,On,,No,No,NA,,Growth Hormones (Oral),1,(1684) Somatropin (Recombinant rhGH),9/30/2005 0:00,2/19/2019,1531.2,(+) 3.99,1531.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humatrope Cartridge Kit 24mg Powder for Injection,"box, 1 cartridges, 1 each Somatropin (Recomb rhGH) 24mg, Lyophilisate for solution for injection and 3 ml Diluent, 1 each Syringe (unspecified size)",Eli Lilly and Co,00002-8149-01,NDC,26817,9412,1325,NR,Brand,NDA,Rx,On,,No,No,NA,,Growth Hormones (Intramuscular); Growth Hormones (Subcutaneous),1,(1684) Somatropin (Recombinant rhGH),9/30/2005 0:00,2/19/2019,3062.4,(+) 3.99,3062.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcaine Spinal 0.75% in Dextrose 8.25% Solution for Injection,"box, 10 ampules, 2 ml Bupivacaine HCl 0.75%, Dextrose 8.25%, Solution for injection","Hospira Worldwide, Inc., a Pfizer Company",00409-1761-02,NDC,10774,8423,5814,AP,Brand,NDA,Rx,On,,No,No,NA,,Amide Local Anesthetics (Intraspinal),20,(316) Bupivacaine Hydrochloride; (1063) Dextrose,6/10/2005 0:00,7/16/2018,44.65,(-) 8.61,2.2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buprenorphine/Naloxone 2mg-0.5mg Sublingual Tablet,"bottle, 30 each Buprenorphine HCl 2mg, Naloxone HCl 0.5mg, Sublingual tablet","Kremers Urban Pharmaceuticals Inc., a subsidiary of Lannett Company. Inc.",62175-0452-32,NDC,1791,1605,920,AB,Generic,aNDA,Rx,On,,No,No,schedule III,,Agents for Opioid Dependence (Sublingual); Agents for Opioid Withdrawal (Sublingual),30,(317) Buprenorphine Hydrochloride; (2009) Naloxone Hydrochloride,9/5/2018 0:00,9/5/2018,55.56,,1.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.0375mg/24hr Transdermal System,"box, 4 each Estradiol 0.0375mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7122-54,NDC,3632,2931,1382,AB2,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",4,(648) Estradiol,9/4/2018 0:00,9/4/2018,74.26,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.0375mg/24hr Transdermal System,"pouch, 1 each Estradiol 0.0375mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7122-58,NDC,3632,2931,1382,AB2,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1,(648) Estradiol,9/4/2018 0:00,9/4/2018,18.57,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.05mg/24hr Transdermal System,"box, 4 each Estradiol 0.05mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7133-54,NDC,2630,2182,1382,AB2,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",4,(648) Estradiol,9/4/2018 0:00,9/4/2018,74.26,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.05mg/24hr Transdermal System,"pouch, 1 each Estradiol 0.05mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7133-58,NDC,2630,2182,1382,AB2,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1,(648) Estradiol,9/4/2018 0:00,9/4/2018,18.57,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.06mg/24hr Transdermal System,"box, 4 each Estradiol 0.06mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7134-54,NDC,3762,3017,1382,AB,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",4,(648) Estradiol,9/4/2018 0:00,9/4/2018,74.26,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.06mg/24hr Transdermal System,"pouch, 1 each Estradiol 0.06mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7134-58,NDC,3762,3017,1382,AB,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1,(648) Estradiol,9/4/2018 0:00,9/4/2018,18.57,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatriptan and Naproxen Sodium 85mg-500mg Tablet,"bottle, 9 each Sumatriptan 85mg, Naproxen Sod 500mg, Oral tablet",Mylan Pharmaceuticals Inc.,00378-8755-59,NDC,26145,21376,13533,AB,Generic,aNDA,Rx,On,,No,No,NA,,Selective Serotonin Agonists/Triptans and Other Drug Combinations (Oral),9,(1755) Sumatriptan; (2015) Naproxen Sodium,9/4/2018 0:00,9/4/2018,227.87,,25.31889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labetalol Hydrochloride 100mg Tablet,"bottle, 100 each Labetalol HCl 100mg, Oral tablet","TWi Pharmaceuticals USA, Inc.",24979-0168-01,NDC,957,874,34,AB,Generic,aNDA,Rx,On,,No,No,NA,,Beta-Blockers with Alpha Blockade (Oral),100,(1638) Labetalol Hydrochloride,9/1/2018 0:00,1/23/2019,21.95,(-) 46.51,0.2195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labetalol Hydrochloride 100mg Tablet,"bottle, 500 each Labetalol HCl 100mg, Oral tablet","TWi Pharmaceuticals USA, Inc.",24979-0168-02,NDC,957,874,34,AB,Generic,aNDA,Rx,On,,No,No,NA,,Beta-Blockers with Alpha Blockade (Oral),500,(1638) Labetalol Hydrochloride,9/1/2018 0:00,1/23/2019,105.95,(-) 45.58,0.2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labetalol Hydrochloride 200mg Tablet,"bottle, 100 each Labetalol HCl 200mg, Oral tablet","TWi Pharmaceuticals USA, Inc.",24979-0169-01,NDC,51,45,34,AB,Generic,aNDA,Rx,On,,No,No,NA,,Beta-Blockers with Alpha Blockade (Oral),100,(1638) Labetalol Hydrochloride,9/1/2018 0:00,1/23/2019,29.95,(-) 48.56,0.2995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labetalol Hydrochloride 200mg Tablet,"bottle, 500 each Labetalol HCl 200mg, Oral tablet","TWi Pharmaceuticals USA, Inc.",24979-0169-02,NDC,51,45,34,AB,Generic,aNDA,Rx,On,,No,No,NA,,Beta-Blockers with Alpha Blockade (Oral),500,(1638) Labetalol Hydrochloride,9/1/2018 0:00,1/23/2019,125.95,(-) 54.46,0.2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labetalol Hydrochloride 300mg Tablet,"bottle, 100 each Labetalol HCl 300mg, Oral tablet","TWi Pharmaceuticals USA, Inc.",24979-0170-01,NDC,959,876,34,AB,Generic,aNDA,Rx,On,,No,No,NA,,Beta-Blockers with Alpha Blockade (Oral),100,(1638) Labetalol Hydrochloride,9/1/2018 0:00,1/23/2019,38.95,(-) 49.71,0.3895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labetalol Hydrochloride 300mg Tablet,"bottle, 500 each Labetalol HCl 300mg, Oral tablet","TWi Pharmaceuticals USA, Inc.",24979-0170-02,NDC,959,876,34,AB,Generic,aNDA,Rx,On,,No,No,NA,,Beta-Blockers with Alpha Blockade (Oral),500,(1638) Labetalol Hydrochloride,9/1/2018 0:00,1/23/2019,150.95,(-) 61.02,0.3019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.025mg/24hr Transdermal System,"box, 1 each Estradiol 0.025mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7119-54,NDC,2606,2164,1382,AB2,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",4,(648) Estradiol,9/4/2018 0:00,9/4/2018,74.26,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estradiol 0.025mg/24hr Transdermal System,"pouch, 1 each Estradiol 0.025mg/24h, Transdermal patch - Weekly",Sandoz Inc. a Novartis Company,00781-7119-58,NDC,2606,2164,1382,AB2,Generic,AG,Rx,On,,No,No,NA,,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1,(648) Estradiol,9/4/2018 0:00,9/4/2018,18.57,,18.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochlorothiazide 25mg Tablet,"bottle, 1,000 each Hydrochlorothiazide 25mg, Oral tablet","Unichem Pharmaceuticals USA, Inc",29300-0128-10,NDC,274,257,160,AB,Generic,aNDA,Rx,On,,No,No,NA,,Thiazide Diuretics (Oral),1000,(637) Hydrochlorothiazide,6/15/2009 0:00,1/9/2019,20,(+) 11.11,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydrochlorothiazide 50mg Tablet,"bottle, 100 each Hydrochlorothiazide 50mg, Oral tablet","Unichem Pharmaceuticals USA, Inc",29300-0129-01,NDC,690,629,160,AB,Generic,aNDA,Rx,On,,No,No,NA,,Thiazide Diuretics (Oral),100,(637) Hydrochlorothiazide,6/15/2009 0:00,1/9/2019,6.67,(+) 33.40,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
