"ProductNameLong","Description","CompanyName","PackageIdentifier","TypeName","SpecificProductID","SpecificDrugProductID","GenericDrugProductID","EquivalenceCodes","BrandGenericStatus","LicenseTypeName","LegendStatus","MarketStatus","OffMarketDate","Repackaged","PrivateLabel","DEAClassification","ReplacedByPackageID","MarketClasses","PackageSize","Ingredients","OnMarketDate","WACBeginDate","WACPrice","WACPriceChange","WACUnitPrice"
"Prempro 0.625mg-2.5mg Tablet","blister pack, 28 each Conj Estrogens 0.625mg, Medroxyprogesterone Acetate 2.5mg, Oral tablet","Wyeth Pharmaceuticals Inc,  a subsidiary of Pfizer Inc","00046-1107-11","NDC",12487,10065,92,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogen with Progestogen Combinations, Excluding Hormonal Contraceptives (Oral)",28.0000,"(924) Conjugated Estrogens; (1921) Medroxyprogesterone Acetate","2011-07-01 00:00:00","2019-01-15","193.14","(+) 5.00","6.89785"
"Alkeran 50mg Powder for Injection","box, 1 vials, 10 each Melphalan 50mg, Powder for solution for injection and 10 ml Diluent","ApoPharma USA Inc","52609-3001-00","NDC",16654,12765,8125,"AP","Brand","NDA","Rx","On",,"No","No","NA",,"Nitrogen Mustard Analogs (Intravenous)",1.0000,"(1928) Melphalan","2011-06-30 00:00:00","2019-04-22","500.00","(-) 69.56","500.00000"
"Protonix 40mg Delayed-Release Granules for Suspension","packet, 1 each Pantoprazole Sod 40mg, Granules for oral suspension","Wyeth Pharmaceuticals Inc,  a subsidiary of Pfizer Inc","00008-0844-01","NDC",15342,12566,8022,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Proton Pump Inhibitors/PPIs (Oral)",1.0000,"(2114) Pantoprazole Sodium","2008-03-06 00:00:00","2019-01-15","15.06","(+) 4.99","15.06466"
"Rotarix Powder for Suspension","box, 10 vials, 1 each Rotarix, Powder for oral suspension and 1 each Oral Syringe Bottle Adapter, 1 ml Rotarix Diluent","GlaxoSmithKline Group of Companies","58160-0854-52","NDC",15688,12823,8154,"NR","Brand","BLA","Rx","On",,"No","No","NA",,"Rotavirus Vaccines (Oral)",10.0000,"(3767) Rotarix","2011-06-28 00:00:00","2019-01-01","1209.50","(+) 2.97","120.95000"
"Rynex PSE 1mg-15mg/5ml Elixir","bottle, 473 ml Brompheniramine Maleate 1mg/5mL, Pseudoephedrine HCl 15mg/5mL, Elixir","ITF Pharma formerly Edwards Pharmaceuticals Inc","00485-0206-16","NDC",11921,8008,3800,"NA","Generic","OTC Final","OTC","On",,"No","No","NA",,"Sedating Antihistamine and Decongestant Combinations (Oral)",473.0000,"(309) Brompheniramine Maleate; (2306) Pseudoephedrine Hydrochloride","2011-03-07 00:00:00","2019-03-29","17.00","(+) 3.03","0.03594"
"Imatinib Mesylate 400mg Tablet","box, 3 unit dose blister card, 10 each Imatinib Mesylate 400mg, Oral tablet","Major Pharmaceuticals Inc, a Harvard Drug Group Company","00904-6621-04","NDC",2293,1949,927,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Small Molecule Antineoplastic Multikinase Inhibitors (Oral)",30.0000,"(595) Imatinib Mesylate","2019-04-08 00:00:00","2019-04-08","4631.46",,"154.38200"
"Acyclovir 200mg/5mL Suspension","bottle, 473 ml Acyclovir 200mg/5mL, Oral suspension","Hi-Tech Pharmacal, a subsidiary of Akorn","50383-0810-16","NDC",1478,1343,776,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Nucleoside and Nucleotide DNA Polymerase Inhibitor Antivirals (Oral)",473.0000,"(29) Acyclovir","2019-03-25 00:00:00","2019-03-25","356.16",,"0.75298"
"SUNOSI 75mg Tablet","bottle, 30 each Solriamfetol 75mg, Oral tablet","Jazz Pharmaceuticals, Inc. ","68727-0350-01","NDC",26713,21561,13626,"NR","Brand","NDA","Rx","On",,"No","No","schedule IV",,"Narcolepsy Agents (Oral)",30.0000,"(6006) Solriamfetol","2019-07-02 00:00:00","2019-07-02","660.00",,"22.00000"
"FIRDAPSE 10mg Tablet","bottle, 240 each Amifampridine 10mg, Oral tablet","Catalyst Pharmaceuticals, Inc.","69616-0211-03","NDC",26378,21464,13580,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Myasthenic Agents, Other (Oral)",240.0000,"(4866) Amifampridine","2019-03-25 00:00:00","2019-03-25","41096.00",,"171.23333"
"DermaZinc 2% Soap","box, 120 grams Pyrithione Zinc 2%, Topical bar, cleanser","Dermalogix Partners. Inc.","38344-000020","UPC",19112,15953,10020,"NA","Generic","N/A","OTC","On",,"No","No","NA",,"Topical Antipsoriasis Products (Topical)",1.0000,"(2329) Pyrithione Zinc","2019-01-01 00:00:00","2019-01-01","3.25",,"3.25000"
"Ziprasidone Hydrochloride 20mg Capsule","box, 8 unit dose blister card, 10 each Ziprasidone HCl 20mg, Oral capsule","Major Pharmaceuticals Inc, a Harvard Drug Group Company","00904-6269-45","NDC",12958,10518,6894,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Serotonin-Dopamine Antagonist (SDA) Antipsychotics (Oral)",80.0000,"(2666) Ziprasidone Hydrochloride","2019-04-08 00:00:00","2019-04-08","220.66",,"2.75825"
"Ziprasidone Hydrochloride 40mg Capsule","box, 8 unit dose blister card, 10 each Ziprasidone HCl 40mg, Oral capsule","Major Pharmaceuticals Inc, a Harvard Drug Group Company","00904-6270-45","NDC",12959,10519,6894,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Serotonin-Dopamine Antagonist (SDA) Antipsychotics (Oral)",80.0000,"(2666) Ziprasidone Hydrochloride","2019-04-08 00:00:00","2019-04-08","220.66",,"2.75825"
"Chlorzoxazone 375mg Tablet","bottle, 100 each Chlorzoxazone 375mg, Oral tablet","Trigen Laboratories, Inc.","13811-0717-10","NDC",19078,15903,577,"NR","Generic","aNDA","Rx","On",,"No","No","NA",,"Muscle Relaxants, Centrally Acting, Plain (Oral)",100.0000,"(829) Chlorzoxazone","2019-04-01 00:00:00","2019-04-01","744.29",,"7.44290"
"Chlorzoxazone 750mg Tablet","bottle, 100 each Chlorzoxazone 750mg, Oral tablet","Trigen Laboratories, Inc.","13811-0718-10","NDC",19079,15904,577,"NR","Generic","aNDA","Rx","On",,"No","No","NA",,"Muscle Relaxants, Centrally Acting, Plain (Oral)",100.0000,"(829) Chlorzoxazone","2019-04-01 00:00:00","2019-04-01","832.25",,"8.32250"
"Rosuvastatin Calcium 40mg Tablet","bottle, 30 each Rosuvastatin Ca 40mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0005-30","NDC",185,174,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",30.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","5.67",,"0.18900"
"Rosuvastatin Calcium 40mg Tablet","bottle, 1,000 each Rosuvastatin Ca 40mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0005-99","NDC",185,174,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",1000.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","149.22",,"0.14922"
"Duloxetine 60mg Delayed-Release Capsule","bottle, 90 each Duloxetine 60mg, Oral capsule, gastro-resistant pellets","Heritage Pharmaceuticals Inc.","23155-0656-09","NDC",11742,9366,6290,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",90.0000,"(576) Duloxetine","2018-08-01 00:00:00","2018-08-01","44.19",,"0.49100"
"Rosuvastatin Calcium 5mg Tablet","bottle, 90 each Rosuvastatin Ca 5mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0002-90","NDC",183,172,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",90.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","17.00",,"0.18889"
"Rosuvastatin Calcium 5mg Tablet","bottle, 1,000 each Rosuvastatin Ca 5mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0002-99","NDC",183,172,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",1000.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","149.22",,"0.14922"
"Rosuvastatin Calcium 10mg Tablet","bottle, 90 each Rosuvastatin Ca 10mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0003-90","NDC",97,90,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",90.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","17.00",,"0.18889"
"Rosuvastatin Calcium 10mg Tablet","bottle, 1,000 each Rosuvastatin Ca 10mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0003-99","NDC",97,90,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",1000.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","149.22",,"0.14922"
"Duloxetine 60mg Delayed-Release Capsule","bottle, 100 each Duloxetine 60mg, Oral capsule, gastro-resistant pellets","Heritage Pharmaceuticals Inc.","23155-0656-10","NDC",11742,9366,6290,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Neuropathic Pain and Peripheral Neuropathy Agents (Oral); Serotonin Norepinephrine Reuptake Inhibitor Antidepressants, SNRIs (Oral)",1000.0000,"(576) Duloxetine","2018-08-01 00:00:00","2018-08-01","449.00",,"0.44900"
"Rosuvastatin Calcium 20mg Tablet","bottle, 90 each Rosuvastatin Ca 20mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0004-90","NDC",184,173,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",90.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","17.00",,"0.18889"
"Rosuvastatin Calcium 20mg Tablet","bottle, 1,000 each Rosuvastatin Ca 20mg, Oral tablet","Novadoz Pharmaceuticals LLC","72205-0004-99","NDC",184,173,56,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"HMG-CoA Reductase Inhibitors/Statins (Oral)",1000.0000,"(2403) Rosuvastatin Calcium","2018-09-01 00:00:00","2018-09-01","149.22",,"0.14922"
"Doxazosin Mesylate 2mg Tablet","bottle, 100 each Doxazosin Mesylate 2mg, Oral tablet","Apotex Corp","60505-0094-00","NDC",1172,1075,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",100.0000,"(558) Doxazosin Mesylate","2005-01-27 18:47:47","2018-11-15","42.53","(-) 36.92","0.42530"
"Doxazosin Mesylate 2mg Tablet","bottle, 1,000 each Doxazosin Mesylate 2mg, Oral tablet","Apotex Corp","60505-0094-01","NDC",1172,1075,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",1000.0000,"(558) Doxazosin Mesylate","2005-01-27 18:47:47","2018-11-15","425.30","(-) 36.92","0.42530"
"Doxazosin Mesylate 8mg Tablet","bottle, 1,000 each Doxazosin Mesylate 8mg, Oral tablet","Apotex Corp","60505-0096-01","NDC",1197,1095,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",1000.0000,"(558) Doxazosin Mesylate","2005-01-27 00:00:00","2018-11-15","480.10","(-) 35.40","0.48010"
"Doxazosin Mesylate 8mg Tablet","bottle, 100 each Doxazosin Mesylate 8mg, Oral tablet","Apotex Corp","60505-0096-00","NDC",1197,1095,619,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Alpha-Blockers (Oral); Alpha Adrenoreceptor Antagonists/Alpha Blockers (Oral)",100.0000,"(558) Doxazosin Mesylate","2005-01-27 00:00:00","2018-11-15","48.01","(-) 35.40","0.48010"
"Toujeo SoloStar 300units/mL Pre-Filled Pen Solution for Injection","pen, 1.5 ml Insulin Glargine 300U/1mL, Solution for injection","Sanofi U.S. LLC","00024-5869-01","NDC",22575,19146,6323,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Long-acting Human Insulins and Analogs (Subcutaneous)",1.5000,"(1309) Insulin Glargine","2015-02-25 00:00:00","2019-01-04","129.57","(+) 4.39","86.38222"
"Toujeo SoloStar 300units/mL Pre-Filled Pen Solution for Injection","box, 5 pens, 1.5 ml Insulin Glargine 300U/1mL, Solution for injection","Sanofi U.S. LLC","00024-5869-05","NDC",22575,19146,6323,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Long-acting Human Insulins and Analogs (Subcutaneous)",7.5000,"(1309) Insulin Glargine","2015-02-25 00:00:00","2019-01-04","647.87","(+) 4.39","86.38222"
"Doxycycline 40mg Capsule","bottle, 30 each Doxycycline Mono 40mg, Oral capsule, biphasic release","Prasco Laboratories","66993-0815-30","NDC",13187,10670,6988,"NR","Generic","AG","Rx","On",,"No","No","NA",,"Oral Rosacea Agents (Oral); Natural and Semi-Synthetic Tetracycline Antibiotics (Oral)",30.0000,"(566) Doxycycline Monohydrate","2015-05-18 00:00:00","2019-02-14","623.53","(+) 9.98","20.78433"
"Minivelle 0.0375mg/24hr Transdermal Patch","packet, 1 each Estradiol 0.0375mg/24h, Transdermal Patch - Biweekly","Noven Therapeutics, LLC ","68968-6637-01","NDC",5555,4249,19,"AB3","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1.0000,"(648) Estradiol","2012-12-12 00:00:00","2018-10-04","22.67","(+) 9.90","22.67250"
"Minivelle 0.05mg/24hr Transdermal Patch","packet, 1 each Estradiol 0.05mg/24h, Transdermal Patch - Biweekly","Noven Therapeutics, LLC ","68968-6650-01","NDC",3923,3142,19,"AB3","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1.0000,"(648) Estradiol","2012-12-12 00:00:00","2018-10-04","22.67","(+) 9.90","22.67250"
"Minivelle 0.075mg/24hr Transdermal Patch","packet, 1 each Estradiol 0.075mg/24h, Transdermal Patch - Biweekly","Noven Therapeutics, LLC ","68968-6675-01","NDC",2661,2207,19,"AB3","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",1.0000,"(648) Estradiol","2012-12-12 00:00:00","2018-10-04","22.67","(+) 9.90","22.67250"
"Albuterol Sulfate 0.083% Solution for Inhalation","pouch, 25 vials, 3 ml Albuterol SO4 0.083%, Nebulizer solution","Mylan Pharmaceuticals Inc.","00378-8270-62","NDC",1901,1678,500,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Short-Acting Beta-2 Agonists (SABA) (Respiratory (Inhalation))",75.0000,"(48) Albuterol Sulfate","2015-05-19 00:00:00","2019-05-15","4.00","(-) 32.88","0.05333"
"INVEGA TRINZA 273mg Extended-Release Suspension for Injection","box, 1 pre-filled syringes, 0.875 ml Paliperidone palmitate 273mg/0.875mL, Suspension for injection and 1 each 22 gauge 1 inch safety needle, 1 each 22 gauge 1.5 inch safety needle","Janssen Pharmaceuticals, Inc","50458-0606-01","NDC",22833,19387,8632,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Serotonin-Dopamine Antagonist (SDA) Antipsychotics (Intramuscular)",0.8750,"(3904) Paliperidone palmitate","2015-06-03 00:00:00","2019-01-10","2674.22","(+) 6.89","3056.25142"
"Vytone 1.9%-1% Topical Cream","packet, 2 grams Hydrocortisone Acetate 1.9%, Iodoquinol 1%, Topical cream","Artesa Labs, LLC","57893-0302-01","NDC",21428,18077,11546,"NA","Brand","Unapproved Drug","Rx","On",,"No","No","NA",,"Combinations of Corticosteroids with Antibacterials (Topical)",2.0000,"(1571) Hydrocortisone Acetate; (1342) Iodoquinol","2013-09-16 00:00:00","2018-11-12","26.85","(+) 9.90","13.42617"
"Sterile Water for Irrigation","container, 2,000 ml Water For Irrigation, Sterile, Topical solution for irrigation","B Braun Medical Inc","00264-7386-50","NDC",10223,7885,3591,"AT","Generic","NDA","Rx","On",,"No","No","NA",,"Irrigation Solutions, Water (Irrigation)",2000.0000,"(2553) Water For Irrigation, Sterile","2014-09-02 00:00:00","2019-01-01","10.21","(+) 16.02","0.00510"
"Sodium Chloride 0.9% Solution for Irrigation","container, 2,000 ml Sodium Cl 0.9%, Topical solution for irrigation","B Braun Medical Inc","00264-7388-50","NDC",4914,3819,2678,"AT","Generic","NDA","Rx","On",,"No","No","NA",,"Irrigation Solutions, Saline (Irrigation); Saline Rinse (Irrigation)",2000.0000,"(2096) Sodium Chloride","2014-09-02 00:00:00","2019-01-01","8.74","(+) 17.47","0.00437"
"Ropinirole Hydrochloride 0.25mg Tablet","bottle, 100 each Ropinirole HCl 0.25mg, Oral tablet","Marlex Pharmaceuticals","10135-0673-01","NDC",1400,1270,740,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-Parkinson drugs, Dopamine Agonists (Oral)",100.0000,"(2396) Ropinirole Hydrochloride","2019-01-28 00:00:00","2019-01-28","22.99",,"0.22990"
"Ropinirole Hydrochloride 0.5mg Tablet","bottle, 100 each Ropinirole HCl 0.5mg, Oral tablet","Marlex Pharmaceuticals","10135-0674-01","NDC",1401,1271,740,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Anti-Parkinson drugs, Dopamine Agonists (Oral)",100.0000,"(2396) Ropinirole Hydrochloride","2019-01-28 00:00:00","2019-01-28","22.99",,"0.22990"
"ENVARSUS XR 0.75mg Extended-Release Tablet","bottle, 100 each Tacrolimus 0.75mg, Oral tablet, extended release","Veloxis Pharmaceuticals Inc.","68992-3075-01","NDC",23050,19590,12536,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Calcineurin Inhibitors (Oral)",100.0000,"(2131) Tacrolimus","2015-10-12 00:00:00","2019-06-21","388.84","(+) 2.49","3.88840"
"Synjardy 5mg-1000mg Tablet","bottle, 60 each Empagliflozin 5mg, Metformin HCl 1,000mg, Oral tablet","Boehringer Ingelheim Pharmaceuticals Inc","00597-0175-60","NDC",23245,19700,12595,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Biguanide and Sodium Glucose Co-transporter 2 (SGLT2) Inhibitors Antidiabetic Combinations (Oral)",60.0000,"(5286) Empagliflozin; (1958) Metformin Hydrochloride","2015-08-26 00:00:00","2019-01-01","492.85","(+) 6.00","8.21416"
"Synjardy 5mg-1000mg Tablet","bottle, 180 each Empagliflozin 5mg, Metformin HCl 1,000mg, Oral tablet","Boehringer Ingelheim Pharmaceuticals Inc","00597-0175-18","NDC",23245,19700,12595,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Biguanide and Sodium Glucose Co-transporter 2 (SGLT2) Inhibitors Antidiabetic Combinations (Oral)",180.0000,"(5286) Empagliflozin; (1958) Metformin Hydrochloride","2015-08-26 00:00:00","2019-01-01","1478.54","(+) 5.99","8.21411"
"Synjardy 12.5mg-500mg Tablet","bottle, 60 each Empagliflozin 12.5mg, Metformin HCl 500mg, Oral tablet","Boehringer Ingelheim Pharmaceuticals Inc","00597-0180-60","NDC",23246,19701,12595,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Biguanide and Sodium Glucose Co-transporter 2 (SGLT2) Inhibitors Antidiabetic Combinations (Oral)",60.0000,"(5286) Empagliflozin; (1958) Metformin Hydrochloride","2015-08-26 00:00:00","2019-01-01","492.85","(+) 6.00","8.21416"
"Synjardy 12.5mg-1000mg Tablet","bottle, 60 each Empagliflozin 12.5mg, Metformin HCl 1,000mg, Oral tablet","Boehringer Ingelheim Pharmaceuticals Inc","00597-0168-60","NDC",23247,19702,12595,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Biguanide and Sodium Glucose Co-transporter 2 (SGLT2) Inhibitors Antidiabetic Combinations (Oral)",60.0000,"(5286) Empagliflozin; (1958) Metformin Hydrochloride","2015-08-26 00:00:00","2019-01-01","492.85","(+) 6.00","8.21416"
"Synjardy 5mg-500mg Tablet","bottle, 180 each Empagliflozin 5mg, Metformin HCl 500mg, Oral tablet","Boehringer Ingelheim Pharmaceuticals Inc","00597-0159-18","NDC",23238,19694,12595,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Biguanide and Sodium Glucose Co-transporter 2 (SGLT2) Inhibitors Antidiabetic Combinations (Oral)",180.0000,"(5286) Empagliflozin; (1958) Metformin Hydrochloride","2015-08-26 00:00:00","2019-01-01","1478.54","(+) 5.99","8.21411"
"Synjardy 12.5mg-500mg Tablet","bottle, 180 each Empagliflozin 12.5mg, Metformin HCl 500mg, Oral tablet","Boehringer Ingelheim Pharmaceuticals Inc","00597-0180-18","NDC",23246,19701,12595,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Biguanide and Sodium Glucose Co-transporter 2 (SGLT2) Inhibitors Antidiabetic Combinations (Oral)",180.0000,"(5286) Empagliflozin; (1958) Metformin Hydrochloride","2015-08-26 00:00:00","2019-01-01","1478.54","(+) 5.99","8.21411"
"Budesonide 0.25mg/2mL Suspension for Inhalation","box, 30 ampules, 2 ml Budesonide 0.25mg/2mL, Nebulizer suspension","Exelan Pharmaceuticals, Inc.","76282-0640-38","NDC",3929,3143,2138,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",60.0000,"(313) Budesonide","2019-04-16 00:00:00","2019-04-16","65.30",,"1.08833"
"Budesonide 0.5mg/2mL Suspension for Inhalation","box, 30 ampules, 2 ml Budesonide 0.5mg/2mL, Nebulizer suspension","Exelan Pharmaceuticals, Inc.","76282-0641-38","NDC",6185,4667,2138,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",60.0000,"(313) Budesonide","2019-04-16 00:00:00","2019-04-16","65.15",,"1.08583"
"Budesonide 0.25mg/2mL Suspension for Inhalation","ampule, 2 ml Budesonide 0.25mg/2mL, Nebulizer suspension","Exelan Pharmaceuticals, Inc.","76282-0640-37","NDC",3929,3143,2138,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",2.0000,"(313) Budesonide","2019-04-16 00:00:00","2019-04-16","2.18",,"1.08833"
"Budesonide 0.5mg/2mL Suspension for Inhalation","ampule, 2 ml Budesonide 0.5mg/2mL, Nebulizer suspension","Exelan Pharmaceuticals, Inc.","76282-0641-37","NDC",6185,4667,2138,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",2.0000,"(313) Budesonide","2019-04-16 00:00:00","2019-04-16","2.17",,"1.08583"
"Budesonide 1mg/2mL Suspension for Inhalation","box, 30 ampules, 2 ml Budesonide 1mg/2mL, Nebulizer suspension","Exelan Pharmaceuticals, Inc.","76282-0642-38","NDC",15013,12272,2138,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",60.0000,"(313) Budesonide","2019-04-16 00:00:00","2019-04-16","401.88",,"6.69800"
"Budesonide 1mg/2mL Suspension for Inhalation","ampule, 2 ml Budesonide 1mg/2mL, Nebulizer suspension","Exelan Pharmaceuticals, Inc.","76282-0642-37","NDC",15013,12272,2138,"AN","Generic","aNDA","Rx","On",,"No","No","NA",,"Respiratory Corticosteroids (Respiratory (Inhalation))",2.0000,"(313) Budesonide","2019-04-16 00:00:00","2019-04-16","13.40",,"6.69800"
"Glutose 5 40% Gel (Lemon)","box, 24 tubes, 12.5 grams Dextrose 40%, Oral gel","Paddock Laboratories Inc, a Perrigo Family","00574-0069-24","NDC",13510,10894,7118,"NA","Generic","Dietary Supp","OTC","On",,"No","No","NA",,"Glucose Products for Hypoglycemia (Oral)",300.0000,"(1063) Dextrose","2019-04-15 00:00:00","2019-04-15","51.84",,"0.17280"
"Glutose 5 40% Gel (Lemon)","tube, 12.5 grams Dextrose 40%, Oral gel","Paddock Laboratories Inc, a Perrigo Family","00574-0069-05","NDC",13510,10894,7118,"NA","Generic","Dietary Supp","OTC","On",,"No","No","NA",,"Glucose Products for Hypoglycemia (Oral)",12.5000,"(1063) Dextrose","2019-04-15 00:00:00","2019-04-15","2.16",,"0.17280"
"Acetaminophen Congestion and Pain Daytime Cool Blast Caplet","box, 2 single item blister pack, 12 each APAP 325mg, Phenylephrine HCl 5mg, Oral tablet","Major Pharmaceuticals Inc, a Harvard Drug Group Company","00904-6760-24","NDC",8889,6699,4814,"NA","Generic","OTC Final","OTC","On",,"No","No","NA",,"Analgesic and Decongestant Combinations (Oral)",24.0000,"(12) Acetaminophen; (2195) Phenylephrine Hydrochloride","2018-12-21 00:00:00","2018-12-21","1.43",,"0.05958"
"Divigel 0.1% Transdermal Gel (0.75mg/day)","box, 30 packets, 0.75 grams Estradiol 0.1%, Topical gel","Vertical Pharmaceuticals Inc","68025-0083-30","NDC",14560,11822,2140,"NR","Brand","NDA","Rx","On",,"No","No","NA",,"Estrogens, Excluding Hormonal Contraceptives (Transdermal)",30.0000,"(648) Estradiol","2019-01-01 00:00:00","2019-01-01","132.92",,"4.43067"
"Amlodipine Besylate/Benazepril Hydrochloride 5mg-20mg Capsule","bottle, 100 each Amlodipine Besylate 5mg, Benazepril HCl 20mg, Oral capsule","Lupin Pharmaceuticals, Inc.","68180-0459-01","NDC",5873,4470,697,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Angiotensin Converting Enzyme Inhibitor/ACEIs and Calcium Channel Blocker Combinations (Oral)",100.0000,"(110) Amlodipine Besylate; (230) Benazepril Hydrochloride","2018-12-20 00:00:00","2018-12-20","55.20",,"0.55200"
"Sildenafil Citrate 25mg Tablet","bottle, 30 each Sildenafil Citrate 25mg, Oral tablet","TruPharma, LLC","52817-0340-30","NDC",1457,1323,769,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Phosphodiesterase Inhibitors for ED (Oral)",30.0000,"(2072) Sildenafil Citrate","2018-12-21 00:00:00","2018-12-21","6.00",,"0.20000"
"Sildenafil Citrate 50mg Tablet","bottle, 30 each Sildenafil Citrate 50mg, Oral tablet","TruPharma, LLC","52817-0341-30","NDC",1458,1324,769,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Phosphodiesterase Inhibitors for ED (Oral)",30.0000,"(2072) Sildenafil Citrate","2018-12-21 00:00:00","2018-12-21","8.70",,"0.29000"
"Sildenafil Citrate 100mg Tablet","bottle, 30 each Sildenafil Citrate 100mg, Oral tablet","TruPharma, LLC","52817-0342-30","NDC",1459,1325,769,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Phosphodiesterase Inhibitors for ED (Oral)",30.0000,"(2072) Sildenafil Citrate","2018-12-21 00:00:00","2018-12-21","13.75",,"0.45833"
"Econazole Nitrate 1% Topical Cream","tube, 15 grams Econazole Nitrate 1%, Topical cream","Mylan Pharmaceuticals Inc.","00378-7625-15","NDC",1966,1702,1018,"AB","Generic","aNDA","Rx","On",,"No","No","NA",,"Topical Dermatological Antifungals (Topical)",15.0000,"(1208) Econazole Nitrate","2018-10-02 00:00:00","2018-10-02","25.03",,"1.66867"
